499.4891662597656,189.48976135253906,931.631591796875,4.0
102.67335510253906,514.34375,217.56906127929688,1.0
347.51190185546875,163.45956420898438,100.90357971191406,1.0
749.7299194335938,552.2423095703125,614.4500122070312,3.0
968.5381469726562,294.24945068359375,795.6553955078125,5.0
777.0131225585938,712.3807983398438,580.5283813476562,3.0
279.2745666503906,531.2367553710938,230.5484161376953,3.0
218.13307189941406,843.43505859375,538.89208984375,1.0
807.9071044921875,755.916748046875,632.1676025390625,4.0
795.0601806640625,743.2730712890625,784.9884033203125,1.0
379.844482421875,749.158203125,139.8072052001953,3.0
656.2093505859375,808.2188110351562,873.9730224609375,1.0
946.1098022460938,498.0624694824219,263.2547912597656,4.0
914.61328125,851.033935546875,247.21792602539062,5.0
570.7534790039062,350.4827880859375,730.7675170898438,3.0
448.1151123046875,136.3489227294922,239.6195526123047,3.0
451.1783142089844,244.89491271972656,749.985107421875,3.0
976.3419799804688,290.9716796875,406.71209716796875,4.0
518.4144287109375,366.0597839355469,234.70016479492188,3.0
347.67657470703125,808.3118286132812,698.5781860351562,2.0
453.15069580078125,402.8010559082031,721.2074584960938,3.0
953.5283203125,281.1053771972656,586.1634521484375,5.0
457.7220458984375,913.2216186523438,309.37890625,1.0
636.9112548828125,564.6885986328125,614.8394165039062,1.0
544.2745361328125,234.81431579589844,515.662353515625,3.0
277.66790771484375,794.2608032226562,719.9212646484375,2.0
534.971923828125,712.1739501953125,917.8773193359375,4.0
717.6358642578125,453.8939208984375,689.3385620117188,2.0
921.379150390625,553.3988037109375,204.98294067382812,1.0
435.6355895996094,222.48709106445312,899.765625,3.0
797.0503540039062,867.771728515625,318.91802978515625,5.0
394.3648681640625,502.4303894042969,184.26116943359375,3.0
359.8711242675781,681.9407348632812,290.16363525390625,3.0
759.11767578125,870.4346313476562,511.8262023925781,5.0
578.8475341796875,179.57351684570312,523.8556518554688,3.0
531.7021484375,976.7997436523438,172.2810821533203,3.0
133.80409240722656,460.3376770019531,589.0750732421875,3.0
952.01416015625,959.3346557617188,863.47216796875,3.0
765.8482666015625,968.0637817382812,800.3684692382812,5.0
994.4297485351562,831.2111206054688,272.06011962890625,3.0
821.4779052734375,295.07672119140625,257.6035461425781,5.0
726.5137939453125,848.2210083007812,124.00282287597656,3.0
933.8524780273438,529.9342041015625,727.939453125,5.0
303.4953918457031,460.2269592285156,756.3359985351562,3.0
761.019287109375,579.1915283203125,311.9924621582031,2.0
643.546142578125,104.03533172607422,227.96588134765625,2.0
692.7792358398438,260.3140869140625,335.20343017578125,1.0
766.1035766601562,800.4873657226562,543.928466796875,1.0
645.3972778320312,232.48899841308594,344.96466064453125,5.0
378.3118591308594,977.2561645507812,614.9324340820312,4.0
386.5068054199219,804.841064453125,374.2385559082031,5.0
563.1124267578125,950.6535034179688,711.9899291992188,1.0
971.3263549804688,637.4365234375,253.20285034179688,1.0
756.5963745117188,764.6915283203125,704.555908203125,2.0
125.70259094238281,429.46270751953125,611.8807373046875,1.0
401.9389953613281,303.7105712890625,889.830078125,1.0
881.5113525390625,771.1004028320312,918.767578125,1.0
832.568603515625,766.0771484375,830.7442626953125,2.0
855.595458984375,520.8591918945312,543.1392211914062,4.0
368.1777038574219,610.7706298828125,420.6418762207031,3.0
864.6854248046875,158.52569580078125,712.0296020507812,5.0
403.7690734863281,366.11993408203125,583.7720947265625,1.0
585.6439208984375,755.3779907226562,856.7903442382812,3.0
634.1332397460938,920.5172729492188,202.45770263671875,3.0
302.896484375,397.94842529296875,208.6951904296875,5.0
583.9888305664062,798.6279296875,934.161865234375,3.0
733.0528564453125,899.3712158203125,608.2291870117188,3.0
107.47199249267578,163.43069458007812,444.6626281738281,3.0
880.4937133789062,733.23046875,738.5027465820312,2.0
679.7443237304688,174.36639404296875,537.1624145507812,2.0
857.09326171875,328.8263244628906,579.65576171875,3.0
828.1956176757812,774.9356689453125,601.394287109375,1.0
994.2667236328125,473.90869140625,608.1689453125,1.0
641.0497436523438,279.2823486328125,241.65174865722656,1.0
786.1754150390625,981.1799926757812,132.67483520507812,3.0
947.1384887695312,676.6116943359375,768.1567993164062,5.0
729.1931762695312,588.2470703125,266.16156005859375,2.0
582.1910400390625,874.7361450195312,352.29376220703125,3.0
564.6321411132812,777.2075805664062,283.38763427734375,4.0
744.193359375,759.6070556640625,452.9764099121094,4.0
289.2445068359375,619.6846313476562,901.8788452148438,3.0
793.203857421875,656.3824462890625,618.7757568359375,5.0
571.1620483398438,775.8765258789062,755.052001953125,1.0
469.46807861328125,339.39654541015625,758.4284057617188,2.0
197.70547485351562,802.0684204101562,996.8114624023438,1.0
487.75927734375,853.3399658203125,550.9555053710938,3.0
785.8880615234375,950.0562744140625,588.3915405273438,1.0
515.5756225585938,976.0235595703125,935.8615112304688,2.0
106.4599380493164,574.0621948242188,970.266845703125,1.0
958.159912109375,474.2918701171875,583.7461547851562,1.0
207.9831085205078,195.97415161132812,414.6296691894531,2.0
254.2621612548828,578.9683837890625,298.1496887207031,4.0
478.695068359375,218.1223907470703,187.23342895507812,5.0
133.14984130859375,332.15582275390625,340.56634521484375,4.0
350.81707763671875,214.30828857421875,221.32806396484375,4.0
195.57493591308594,440.7810363769531,502.298095703125,5.0
834.4785766601562,874.4306640625,520.9625244140625,4.0
859.2415771484375,803.9658813476562,369.1844482421875,2.0
766.5771484375,525.80810546875,166.10711669921875,4.0
652.7734985351562,368.6216125488281,738.232421875,2.0
173.66085815429688,205.17498779296875,287.8469543457031,2.0
551.2626342773438,107.60599517822266,448.78448486328125,4.0
877.3152465820312,909.3330688476562,518.326416015625,3.0
221.18783569335938,507.84759521484375,185.09881591796875,5.0
915.5563354492188,109.56877899169922,397.1728820800781,5.0
282.8251647949219,102.03590393066406,392.0824279785156,4.0
114.37605285644531,775.200439453125,633.803955078125,1.0
304.2257080078125,776.7882080078125,721.4030151367188,1.0
819.855712890625,814.9994506835938,683.3255004882812,3.0
512.422607421875,742.6500854492188,491.3204650878906,4.0
293.157470703125,511.7319030761719,692.6510620117188,3.0
544.73291015625,756.8482666015625,400.3169250488281,2.0
778.2235717773438,894.6967163085938,613.0241088867188,3.0
365.8542785644531,548.4105834960938,781.9673461914062,5.0
